DESCRIPCIÓN PRINCIPIO ACTIV,PRESENTACION,Fabricante,PRECIO MÁXIMO DE VENTA TRANSACCIÓN FINAL COMERCIAL
INMUNOGLOBULINA HUMANA NORMAL (ADMIN. INTRAVASCULAR) (CON PROPORCIÓN DE IGG MAYOR AL,LIQUIDO/SOLIDO,TALECRIS,NO REGULADO
INMUNOGLOBULINA HUMANA NORMAL (ADMIN. INTRAVASCULAR) (CON PROPORCIÓN DE IGG MAYOR AL,LIQUIDO/SOLIDO,CSL,NO REGULADO
INMUNOGLOBULINA HUMANA NORMAL (ADMIN. INTRAVASCULAR) (CON PROPORCIÓN DE IGG MAYOR AL,LIQUIDO/SOLIDO,RARE ANTIBODY ANTIGEN SUPPLY,NO REGULADO
INMUNOGLOBULINA HUMANA NORMAL (ADMIN. INTRAVASCULAR) (CON PROPORCIÓN DE IGG MAYOR AL,LIQUIDO/SOLIDO,PHARMACIA INTER AMERICAN,NO REGULADO
ALPROSTADIL,LIQUIDO/SOLIDO,HUMAX,NO REGULADO
ALPROSTADIL,LIQUIDO/SOLIDO,CLOSTER PHARMA,NO REGULADO
ALPROSTADIL,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
ALPROSTADIL (CARDIOVASCULAR,LIQUIDO/SOLIDO,HUMAX,NO REGULADO
ALPROSTADIL (CARDIOVASCULAR,LIQUIDO/SOLIDO,CLOSTER PHARMA,NO REGULADO
LEVONORGESTREL (IMPLANTE  SUBDÉRMICO,LIQUIDO/SOLIDO,BAYER,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,DINAFARMA,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,PISA,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,FRESENIUS,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,ROPSOHN,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,VENUS,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,BLAU,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,LIBRA,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,SANOFI AVENTIS,NO REGULADO
DIENOGEST Y VALERATO DE ESTRADIOL (ANTICONCEPTIVO,SOLIDO,SYNTHESIS,NO REGULADO
DIENOGEST Y VALERATO DE ESTRADIOL (ANTICONCEPTIVO,SOLIDO,GADOR,NO REGULADO
DIENOGEST Y ESTROGENO (ESTRADIOL,SOLIDO,LAFRANCOL,NO REGULADO
DIENOGEST Y ESTROGENO (ESTRADIOL,SOLIDO,EXELTIS,NO REGULADO
DIENOGEST Y ESTROGENO (ESTRADIOL,SOLIDO,ANDROMACO,NO REGULADO
CEFUROXIM,SOLIDO,AUROBINDO,NO REGULADO
CEFUROXIM,SOLIDO,ALKEM,NO REGULADO
ESTRIO,SOLIDO,ASPEN,NO REGULADO
ESTRIO,SOLIDO,LAFRANCOL,NO REGULADO
FENOFIBRATO DE COLIN,SOLIDO,MK,NO REGULADO
FENOFIBRATO DE COLIN,SOLIDO,SYNTHESIS,NO REGULADO
FENOFIBRATO DE COLIN,SOLIDO,LAFRANCOL,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,SOLIDO,SILANES,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,SOLIDO,SANOFI AVENTIS,NO REGULADO
METFORMINA Y SULFONILUREA (GLIMEPIRIDA,SOLIDO,MSN LABORATORIES PRIVATE,NO REGULADO
BOSENTAN ,SOLIDO,SANOFI AVENTIS,NO REGULADO
BOSENTAN ,SOLIDO,PISA,NO REGULADO
BOSENTAN ,SOLIDO,VANTAGE GLOBAL,NO REGULADO
BOSENTAN ,SOLIDO,THE LABS,NO REGULADO
BOSENTAN ,SOLIDO,PROCAPS,NO REGULADO
BOSENTAN ,SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
BOSENTAN ,SOLIDO,AMAREY NOVAMEDICAL,NO REGULADO
BOSENTAN ,SOLIDO,CHALVER,NO REGULADO
BOSENTAN ,SOLIDO,SANDOZ,NO REGULADO
BOSENTAN ,SOLIDO,NISSI,NO REGULADO
BOSENTAN ,SOLIDO,MSN LABORATORIES PRIVATE,NO REGULADO
BOSENTAN ,SOLIDO,CIPLA,NO REGULADO
BOSENTAN ,SOLIDO,CLINICOS Y HOSPITALARIOS DE COLOMBIA,NO REGULADO
BOSENTAN ,SOLIDO,XINETIX PHARMA,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,HETERO,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,AL PHARMA,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,PISA,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,LKM,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,HOSPIRA,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,ROPSOHN,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,VENUS,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,MEDIMEX,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,DINAFARMA,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,FRESENIUS,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,BLAU,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,TUTEUR,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,LIBRA,NO REGULADO
PACLITAXE,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA,NO REGULADO
SALMETEROL Y FLUTICASONA,SEMISOLIDO,GLENMARK,NO REGULADO
SALMETEROL Y FLUTICASONA,LIQUIDO,GLENMARK,NO REGULADO
SALMETEROL Y FLUTICASONA,LIQUIDO,CIPLA,NO REGULADO
SALMETEROL Y FLUTICASONA,LIQUIDO,BIOTOSCANA,NO REGULADO
SALMETEROL Y FLUTICASONA,LIQUIDO,HETERO,NO REGULADO
SALMETEROL Y FLUTICASONA,SOLIDO,CIPLA,NO REGULADO
SALMETEROL Y FLUTICASONA,SOLIDO,NOVAMED,NO REGULADO
SALMETEROL Y FLUTICASONA,SOLIDO,EXELTIS,NO REGULADO
SALMETEROL Y FLUTICASONA,SOLIDO,SANDOZ,NO REGULADO
FACTOR ANTIHEMOFÍLICO IX PLASMATIC,LIQUIDO/SOLIDO,KEDRION,NO REGULADO
FACTOR ANTIHEMOFÍLICO IX PLASMATIC,LIQUIDO/SOLIDO,NOVO NORDISK,NO REGULADO
FACTOR ANTIHEMOFÍLICO IX PLASMATIC,LIQUIDO/SOLIDO,GRIFOLS BIOLOGICALS,NO REGULADO
FACTOR ANTIHEMOFÍLICO IX PLASMATIC,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
FACTOR ANTIHEMOFÍLICO IX RECOMBINANT,LIQUIDO/SOLIDO,SANOFI AVENTIS,NO REGULADO
FACTOR ANTIHEMOFÍLICO IX RECOMBINANT,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,KEDRION,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,GRIFOLS THERAPEUTICS,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,CSL,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,BIOTEST,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,GREEN CROSS,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,LFB,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,BAYER,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII RECOMBINANT,LIQUIDO/SOLIDO,SANOFI AVENTIS,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII RECOMBINANT,LIQUIDO/SOLIDO,BAYER,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII RECOMBINANT,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII RECOMBINANT,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII RECOMBINANT,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
AMLODIPINO + INDAPAMID,SOLIDO,LES LABORATOIRES SERVIER,NO REGULADO
ANFOTERICINA ,LIQUIDO/SOLIDO,VITALIS,NO REGULADO
ANFOTERICINA B (LIPOSOMAL,LIQUIDO/SOLIDO,CIPLA,NO REGULADO
ANTIGENOS DE NEUMOCOCO DE POLISACÁRIDOS CONJUGADOS ,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
FOSFOMICINA CÁLCIC,SOLIDO,PHARMALAB,NO REGULADO
LANSOPRAZO,SOLIDO,PROCAPS,NO REGULADO
LANSOPRAZO,SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
LANSOPRAZO,SOLIDO,TECNOQUIMICAS,NO REGULADO
LANSOPRAZO,SOLIDO,BIOQUIFAR,NO REGULADO
LANSOPRAZO,SOLIDO,NOVAMED,NO REGULADO
LANSOPRAZO,SOLIDO,FAES FARMA,NO REGULADO
LANSOPRAZO,SOLIDO,PATMAR,NO REGULADO
LANSOPRAZO,SOLIDO,AMERICAN GENERICS,NO REGULADO
LANSOPRAZO,SOLIDO,COLMED,NO REGULADO
LANSOPRAZO,SOLIDO,LA SANTE,NO REGULADO
LANSOPRAZO,SOLIDO,COOPIDROGAS,NO REGULADO
LANSOPRAZO,SOLIDO,GENFAR,NO REGULADO
OMEPRAZO,SOLIDO,MINTLAB,NO REGULADO
TRANDOLAPRIL + VERAPAMIL,SOLIDO,LAFRANCOL,NO REGULADO
VERAPAMIL,SOLIDO,LEGRAND,NO REGULADO
VERAPAMIL,SOLIDO,SYNTHESIS,NO REGULADO
TERIPARATID,LIQUIDO/SOLIDO,GEDEON RICHTER,NO REGULADO
BEVACIZUMA,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
RITUXIMAB (INTRAVENOSA,LIQUIDO/SOLIDO,CELLTRION,NO REGULADO
DOXORUBICIN,LIQUIDO/SOLIDO,VEROS HEALTH,NO REGULADO
INTERFERÓN BETA,"1B 0,250MG/1U",Inyectable x 15,NO REGULADO
ABIRATERON,SOLIDO,MSN LABORATORIES PRIVATE,NO REGULADO
COLISTIMETATO DE SODI,LIQUIDO/SOLIDO,ASPIRO PHARMA,NO REGULADO
ENTECAVI,SOLIDO,FARMATECH,NO REGULADO
ANTICONCEPTIVO DE EMERGENCIA (LEVONORGESTREL,SOLIDO,PAULY,NO REGULADO
ANTICONCEPTIVO DE EMERGENCIA (LEVONORGESTREL,SOLIDO,HEALTH AND LIVE,NO REGULADO
DIOSMI,SOLIDO,BIOCHEM,NO REGULADO
PIRFENIDON,SOLIDO,ROCHE,NO REGULADO
ACIDO HIALURONICO + CONDROITIN,LIQUIDO,SOPHIA,NO REGULADO
DIAZOXID,LIQUIDO,VESALIUS,NO REGULADO
DIOSMINA + HESPERIDIN,SOLIDO,TECNOQUIMICAS,NO REGULADO
EMTRICITABINA + TENOFOVIR DISOPROXIL + EFAVIREN,SOLIDO,LEGRAND,NO REGULADO
FENILBUTIRATO DE SODI,SOLIDO,LUCANE,NO REGULADO
GLUCOSAMINA EN COMBINACIONE,SOLIDO,LAFRANCOL,NO REGULADO
VALSARTAN + AMLODIPIN,SOLIDO,ROWE,NO REGULADO
VENETOCLA,SOLIDO,ABBVIE,NO REGULADO
RITUXIMAB (INTRAVENOSA,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,AL PHARMA,NO REGULADO
"INMUNOGLOBULINA HUMANA NORMAL (ADMIN. INTRAVASCULAR) (IGG, IGM, IGA",LIQUIDO/SOLIDO,BIOTEST,NO REGULADO
ALPROSTADIL (CARDIOVASCULAR,LIQUIDO/SOLIDO,PINT PHARMA,NO REGULADO
LEVONORGESTREL (IMPLANTE  SUBDÉRMICO,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII RECOMBINANT,LIQUIDO/SOLIDO,NOVO NORDISK,NO REGULADO
INMUNOGLOBULINA HUMANA NORMAL (ADMIN. EXTRAVASCULAR,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
GADOTERICO ACID,LIQUIDO/SOLIDO,GE HEALTHCARE SAS,NO REGULADO
DIAZOXID,LIQUIDO,HB HUMAN BIOSCIENCE,NO REGULADO
VERAPAMIL,SOLIDO,ECAR,NO REGULADO
ALPROSTADIL,LIQUIDO/SOLIDO,PHARMACIA CORPORATION DE VENEZUELA,NO REGULADO
LANSOPRAZO,SOLIDO,CALIFORNIA,NO REGULADO
LANSOPRAZO,SOLIDO,PAULY,NO REGULADO
VERAPAMIL,SOLIDO,LAKOR,NO REGULADO
VERAPAMIL,SOLIDO,LABINCO,NO REGULADO
VERAPAMIL,SOLIDO,BIOCHEM,NO REGULADO
ACICLOVI,LIQUIDO/SOLIDO,PATMAR,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
MEDROXIPROGESTERONA Y ETINILESTRADIO,LIQUIDO/SOLIDO,PAULY,NO REGULADO
GONADOTROPINA MENOPAÚSICA HUMAN,LIQUIDO/SOLIDO,ORGANON,NO REGULADO
VERAPAMIL,SOLIDO,FOGENSA,NO REGULADO
SOMATROPIN,SOLIDO,ELI LILLY,NO REGULADO
INTERFERÓN BETA,LIQUIDO/SOLIDO,SERONO,NO REGULADO
GANCICLOVI,LIQUIDO/SOLIDO,BIOGEN,NO REGULADO
VERAPAMIL,SOLIDO,BOEHRINGER,NO REGULADO
PERINDOPRIL + INDAPAMID,SOLIDO,SERVIER,NO REGULADO
FACTOR ANTIHEMOFÍLICO IX PLASMATIC,LIQUIDO/SOLIDO,BAYER,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,PHARMACHEMIE,NO REGULADO
CIPROTERON,SOLIDO,FILAXIS,NO REGULADO
LANSOPRAZO,SOLIDO,LETI,NO REGULADO
CELECOXI,SOLIDO,FARMACOL,NO REGULADO
CEFUROXIM,LIQUIDO/SOLIDO,ALVARO ANTONIO VELASQUEZ CABALLERO,NO REGULADO
SOMATROPIN,SOLIDO,MERCK,NO REGULADO
SOMATROPIN,SOLIDO,SERONO,NO REGULADO
DEFLAZACOR,SOLIDO,SANOFI AVENTIS,NO REGULADO
INMUNOGLOBULINA ANTI D (RH,LIQUIDO/SOLIDO,AMAREY NOVAMEDICAL,NO REGULADO
CELECOXI,SOLIDO,GRUFARMA,NO REGULADO
CELECOXI,,,NO REGULADO
IRBESARTÁN + HIDROCLOROTIAZID,SOLIDO,BRISTOL MYERS SQUIBB,NO REGULADO
FACTOR ANTIHEMOFÍLICO IX PLASMATIC,LIQUIDO/SOLIDO,WYETH,NO REGULADO
CELECOXI,SOLIDO,PROCAPS,NO REGULADO
VERAPAMIL,SOLIDO,GD SEARLE,NO REGULADO
RALOXIFEN,SOLIDO,TECNOQUIMICAS,NO REGULADO
BUSULFA,SOLIDO,KOREA UNITED PHARM,NO REGULADO
CICLOSPORIN,SOLIDO,CIPLA,NO REGULADO
RALOXIFEN,SOLIDO,GYNOPHARM,NO REGULADO
ERITROPOYETIN,SOLIDO,ELANEX PHARMA,NO REGULADO
VENLAFAXIN,SOLIDO,WYETH,NO REGULADO
DIOSMI,SOLIDO,GEYMONAT,NO REGULADO
MITOXANTRON,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
GESTODENO Y ESTROGEN,SOLIDO,PFIZER,NO REGULADO
LEVONORGESTREL Y ETINILESTRADIO,SOLIDO,WYETH,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,BIOGEN,NO REGULADO
VALPROICO ACID,SOLIDO,FARMA,NO REGULADO
DALTEPARIN,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,BIOGEN,NO REGULADO
VENLAFAXIN,SOLIDO,GRUFARMA,NO REGULADO
BACLOFEN,SOLIDO,POLPHARMA,NO REGULADO
ERITROPOYETIN,SOLIDO,JANSSEN,NO REGULADO
TRIMETAZIDIN,SOLIDO,SERVIER,NO REGULADO
FOLITROPIN ALF,LIQUIDO/SOLIDO,SERONO,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,BIOGEN,NO REGULADO
RISEDRONICO  ACID,SOLIDO,AVENTIS,NO REGULADO
LANSOPRAZO,SOLIDO,PHARMARKETING,NO REGULADO
MIRTAZAPIN,SOLIDO,ORGANON,NO REGULADO
CANDESARTA,SOLIDO,GRUFARMA,NO REGULADO
LANSOPRAZO,SOLIDO,CIPLA,NO REGULADO
ORLISTA,SOLIDO,PAULY,NO REGULADO
ERITROPOYETIN,SOLIDO,ROCHE,NO REGULADO
CANDESARTA,SOLIDO,FARMA,NO REGULADO
LINEZOLI,SOLIDO,PHARMACIA UPJOHN,NO REGULADO
HIDROSMI,SOLIDO,FAES FARMA,NO REGULADO
CELECOXI,SOLIDO,AMERICAN GENERICS,NO REGULADO
CELECOXI,SOLIDO,TAKEDA,NO REGULADO
SOMATOSTATIN,LIQUIDO/SOLIDO,UCB,NO REGULADO
CELECOXI,SOLIDO,PENTACOOP,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
CITARABIN,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
ERITROPOYETIN,SOLIDO,NUBENCO,NO REGULADO
CELECOXI,SOLIDO,GARMISCH,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,FRESENIUS,NO REGULADO
FLUTAMID,SOLIDO,SANOFI AVENTIS,NO REGULADO
ANTITIMOCITO IMMUNOGLOBULINA (CONEJO,LIQUIDO/SOLIDO,BIOTEST,NO REGULADO
VENLAFAXIN,SOLIDO,BUSSIÉ,NO REGULADO
CELECOXI,SOLIDO,NOVAMED,NO REGULADO
INMUNOGLOBULINA HUMANA NORMAL (ADMIN. INTRAVASCULAR) (CON PROPORCIÓN DE IGG MAYOR AL,LIQUIDO/SOLIDO,KEDRION,NO REGULADO
VALPROICO ACID,SOLIDO,ABBOTT,NO REGULADO
CARBAMAZEPIN,SOLIDO,SANOFI AVENTIS,NO REGULADO
CELECOXI,SOLIDO,MK,NO REGULADO
TIROFIBA,LIQUIDO/SOLIDO,MERCK,NO REGULADO
TOLTERODIN,SOLIDO,PHARMACIA UPJOHN,NO REGULADO
ERITROPOYETIN,SOLIDO,DONG A,NO REGULADO
FILGRASTI,LIQUIDO/SOLIDO,DONG A,NO REGULADO
SOMATROPIN,SOLIDO,DONG A,NO REGULADO
INMUNOGLOBULINA HUMANA NORMAL (ADMIN. INTRAVASCULAR) (CON PROPORCIÓN DE IGG MAYOR AL,LIQUIDO/SOLIDO,MEDICUBA,NO REGULADO
GONADOTROPINA MENOPAÚSICA HUMAN,LIQUIDO/SOLIDO,MASSONE,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,RICHMOND,NO REGULADO
ORLISTA,SOLIDO,TAKEDA,NO REGULADO
DEFLAZACOR,SOLIDO,GALENO QUIMICA,NO REGULADO
EFAVIREN,SOLIDO,PATMAR,NO REGULADO
RALOXIFEN,SOLIDO,GRUFARMA,NO REGULADO
LANSOPRAZO,SOLIDO,ECZACIBASI LLAÇ SANAYI,NO REGULADO
VERAPAMIL,SOLIDO,LAPROFF,NO REGULADO
PARECOXI,LIQUIDO/SOLIDO,GD SEARLE,NO REGULADO
ITRACONAZO,SOLIDO,OPHALAC,NO REGULADO
ACIDO HIALURONIC,LIQUIDO/SOLIDO,ROTTAPHARM,NO REGULADO
CLOPIDOGRE,SOLIDO,FARMA,NO REGULADO
DOMPERIDON,SOLIDO,NOVAMED,NO REGULADO
EFAVIREN,SOLIDO,GENES,NO REGULADO
EFAVIREN,SOLIDO,FOGENSA,NO REGULADO
ERITROPOYETIN,SOLIDO,CENTRO DE INMUNOLOGIA MOLECULAR,NO REGULADO
ACIDO HIALURONIC,LIQUIDO/SOLIDO,GALENO QUIMICA,NO REGULADO
EFAVIREN,SOLIDO,COLPHARMA,NO REGULADO
CLOPIDOGRE,SOLIDO,TAKEDA,NO REGULADO
VALSARTA,SOLIDO,TECNOQUIMICAS,NO REGULADO
MERCAPTOPURIN,SOLIDO,BIOGEN,NO REGULADO
CLOPIDOGRE,SOLIDO,GRUFARMA,NO REGULADO
FLUVOXAMIN,SOLIDO,GRUFARMA,NO REGULADO
CANDESARTA,SOLIDO,WINTHROP,NO REGULADO
LEUPRORELINA ACETAT,LIQUIDO/SOLIDO,NOVARTIS,NO REGULADO
LEUPRORELINA ACETAT,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
EFAVIREN,SOLIDO,GRUFARMA,NO REGULADO
MOXIFLOXACIN,SOLIDO,AMERICAN GENERICS,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,TUTEUR,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,TUTEUR,NO REGULADO
VINORELBIN,LIQUIDO/SOLIDO,TUTEUR,NO REGULADO
CLOPIDOGRE,SOLIDO,BIOTOSCANA,NO REGULADO
DOCETAXE,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
VALPROICO ACID,SOLIDO,MERCK,NO REGULADO
CEFUROXIM,LIQUIDO/SOLIDO,GENFAR,NO REGULADO
LANSOPRAZO,SOLIDO,MED LINE,NO REGULADO
OXIBUTININ,SOLIDO,JANSSEN,NO REGULADO
MONTELUKAS,SOLIDO,GALENO QUIMICA,NO REGULADO
FACTOR ANTIHEMOFÍLICO VIII PLASMATIC,LIQUIDO/SOLIDO,AMERICAN RED CROSS,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,PHARMACIA UPJOHN,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,PHARMACIA INTER AMERICAN,NO REGULADO
RITONAVI,SOLIDO,GRUFARMA,NO REGULADO
INMUNOGLOBULINA ANTI D (RH,LIQUIDO/SOLIDO,BAXTER,NO REGULADO
VALSARTA,SOLIDO,MEGA LABS,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
VINORELBIN,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
VINORELBIN,LIQUIDO/SOLIDO,LABINCA,NO REGULADO
IRINOTECA,LIQUIDO/SOLIDO,ASOFARMA,NO REGULADO
MITOMICIN,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA,NO REGULADO
INMUNOGLOBULINA ANTI D (RH,LIQUIDO/SOLIDO,ORTHO,NO REGULADO
INMUNOGLOBULINA HUMANA NORMAL (ADMIN. INTRAVASCULAR) (CON PROPORCIÓN DE IGG MAYOR AL,LIQUIDO/SOLIDO,GREEN CROSS,NO REGULADO
VERAPAMIL,SOLIDO,AMERICAN GENERICS,NO REGULADO
ARIPIPRAZO,SOLIDO,BRISTOL MYERS SQUIBB,NO REGULADO
ACIDO HIALURONIC,LIQUIDO/SOLIDO,PROCAPS,NO REGULADO
GABAPENTI,SOLIDO,MEPRO,NO REGULADO
GABAPENTI,SOLIDO,MERCK,NO REGULADO
CELECOXI,SOLIDO,OPHALAC,NO REGULADO
TOLTERODIN,SOLIDO,GRUFARMA,NO REGULADO
CICLOSPORIN,SOLIDO,BIOTOSCANA,NO REGULADO
VENLAFAXIN,SOLIDO,ROEMMERS,NO REGULADO
VERAPAMIL,SOLIDO,GRUFARMA,NO REGULADO
CITARABIN,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
CLOPIDOGRE,SOLIDO,NEVOX,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,FILAXIS,NO REGULADO
EFAVIREN,SOLIDO,RANBAXY,NO REGULADO
OXIBUTININ,SOLIDO,BAGO,NO REGULADO
CLOPIDOGRE,SOLIDO,OPHALAC,NO REGULADO
CLOPIDOGRE,SOLIDO,BUSSIÉ,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,NOVAMED,NO REGULADO
DOXORUBICINA LIPOSOMA,,,NO REGULADO
VERAPAMIL,SOLIDO,UQUIFA,NO REGULADO
CELECOXI,SOLIDO,RICHMOND,NO REGULADO
METILPREDNISOLON,LIQUIDO/SOLIDO,TEVA,NO REGULADO
MEROPENE,LIQUIDO/SOLIDO,NORTHIA,NO REGULADO
IRBESARTA,SOLIDO,GARMISCH,NO REGULADO
IRBESARTÁN + HIDROCLOROTIAZID,SOLIDO,GARMISCH,NO REGULADO
RALOXIFEN,SOLIDO,LA SANTE,NO REGULADO
MIRTAZAPIN,SOLIDO,SYNTHESIS,NO REGULADO
VENLAFAXIN,SOLIDO,PROCAPS,NO REGULADO
LABETALO,LIQUIDO/SOLIDO,AMA,NO REGULADO
GONADOTROPINA MENOPAÚSICA HUMAN,LIQUIDO/SOLIDO,FECUNDAR,NO REGULADO
ACIDO HIALURONIC,LIQUIDO/SOLIDO,MERCK,NO REGULADO
IRBESARTA,SOLIDO,METLEN PHARMA,NO REGULADO
VERAPAMIL,SOLIDO,LABIFAR,NO REGULADO
CANDESARTA,SOLIDO,LABIFAR,NO REGULADO
FLUTAMID,SOLIDO,LEMERY,NO REGULADO
OXALIPLATIN,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
CIPROTERON,SOLIDO,BERLIMED,NO REGULADO
LEUPRORELINA ACETAT,LIQUIDO/SOLIDO,DONG A,NO REGULADO
MITOXANTRON,LIQUIDO/SOLIDO,EBEWE PHARMA,NO REGULADO
DOXORUBICINA LIPOSOMA,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
VINORELBIN,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
VERAPAMIL,SOLIDO,PENTACOOP,NO REGULADO
VERAPAMIL,SOLIDO,SANOFI AVENTIS,NO REGULADO
OCTREOTID,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
ADENOSIN,LIQUIDO/SOLIDO,AMA,NO REGULADO
OMEPRAZO,SOLIDO,MEPHA,NO REGULADO
ZOLEDRONICO ACID,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
CEFUROXIM,LIQUIDO/SOLIDO,PISA,NO REGULADO
BISOPROLO,SOLIDO,GOTLAND,NO REGULADO
CIPROTERONA Y ESTROGENO (ETINILESTRADIOL,SOLIDO,TEVA,NO REGULADO
MONTELUKAS,SOLIDO,LABIFAR,NO REGULADO
IDARRUBICIN,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
MITOXANTRON,LIQUIDO/SOLIDO,PISA,NO REGULADO
PACLITAXEL NANO - PARTÍCULA,LIQUIDO/SOLIDO,EPICARIS,NO REGULADO
MITOMICIN,LIQUIDO/SOLIDO,LEMERY,NO REGULADO
