NOMBRE DEL PRODUCTO FARMACÉUTIC,TIPO DE FÁRMACO,Nombre del laboratorio ofertante,Estado,Principio activo o asociación de principios activos,Tratamiento de larga duración
VALSARTAN/HIDROCLOROTIAZIDA APOTEX,MEDICAMENTO GENERICO,"APOTEX ESPAÑA, S.L",BAJA GENERAL,"VALSARTAN,HIDROCLOROTIAZIDA",NO
CANDESARTAN CILEXETILO/HIDROCLOROTIAZIDA NORMON,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,"CANDESARTAN CILEXETILO,HIDROCLOROTIAZIDA",NO
CANDESARTAN CILEXETILO/HIDROCLOROTIAZIDA NORMON,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,"HIDROCLOROTIAZIDA,CANDESARTAN CILEXETILO",NO
ELOCOM,MEDICAMENTO ETICA,"ORGANON SALUD, S.L.",ALTA,MOMETASONA FUROATO,NO
DOLOCATIL CODEINA,MEDICAMENTO ETICA,FERRER INTERNACIONAL S.A.,ALTA,"CODEINA FOSFATO,PARACETAMOL",NO
LEVOFLOXACINO MACLEODS,MEDICAMENTO GENERICO,MACLEODS PHARMA ESPAÑA S.L.U.,ALTA,LEVOFLOXACINO HEMIHIDRATO,NO
ACIDO ALENDRONICO SEMANAL ALTER GENERICOS,MEDICAMENTO GENERICO,ALTER S.A.,ALTA,ALENDRONATO SODIO TRIHIDRATO,NO
ACIDO ALENDRONICO SEMANAL PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",ALTA,ALENDRONATO SODIO TRIHIDRATO,NO
RIZATRIPTAN NORMON,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,RIZATRIPTAN BENZOATO,NO
ESOMEPRAZOL FARMALIDER,MEDICAMENTO GENERICO,FARMALIDER S.A.,BAJA POR NO COMERCIALIZAR,ESOMEPRAZOL MAGNESICO DIHIDRATO,NO
MIACALCIC,MEDICAMENTO ETICA,ESSENTIAL PHARMA LTD,BAJA GENERAL,CALCITONINA SALMON SINTETICA,NO
ESOMEPRAZOL LIDERFARM,MEDICAMENTO GENERICO,FARMALIDER S.A.,BAJA POR NO COMERCIALIZAR,ESOMEPRAZOL MAGNESICO DIHIDRATO,NO
ESOMEPRAZOL LIDERFARM,MEDICAMENTO GENERICO,FARMALIDER S.A.,BAJA POR NO COMERCIALIZAR,ESOMEPRAZOL MAGNESICO,NO
RIZATRIPTAN FLAS CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,RIZATRIPTAN BENZOATO,NO
MOXIFLOXACINO AUROBINDO,MEDICAMENTO GENERICO,"AUROBINDO, S.L.U",BAJA GENERAL,MOXIFLOXACINO HIDROCLORURO,NO
LYXUMIA,MEDICAMENTO ETICA,"SANOFI AVENTIS, S.A",ALTA,LIXISENATIDA,NO
ENALAPRIL SUN,MEDICAMENTO GENERICO,"SUN PHARMA LABORATORIOS, S.L",ALTA,ENALAPRIL MALEATO,SI
LYXUMIA,MEDICAMENTO ETICA,"SANOFI AVENTIS, S.A",BAJA POR NO COMERCIALIZAR,LIXISENATIDA,NO
GALANTAMINA COMBIX,MEDICAMENTO GENERICO,"COMBIX, S.L.U",ALTA,GALANTAMINA HIDROBROMURO,NO
IRBESARTAN/HIDROCLOROTIAZIDA VIATRIS,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"HIDROCLOROTIAZIDA,IRBESARTAN",NO
AMOXICILINA /ACIDO CLAVULANICO RATIOPHARM,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,"AMOXICILINA TRIHIDRATO,CLAVULANATO POTASIO",NO
SYNAREL,MEDICAMENTO ETICA,"PFIZER, S.L",ALTA,NAFARELINA ACETATO,NO
ABRADEL,MEDICAMENTO ETICA,"TIEDRA FARMACEUTICA, S.L",ALTA,BRIMONIDINA TARTRATO,NO
OMEPRAZOL RATIO,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,OMEPRAZOL,NO
GALANTAMINA STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,GALANTAMINA HIDROBROMURO,NO
TELMISARTAN SUN,MEDICAMENTO GENERICO,"SUN PHARMA LABORATORIOS, S.L",ALTA,TELMISARTAN,NO
INNOHEP,MEDICAMENTO ETICA,"LEO PHARMA, S.A.",ALTA,TINZAPARINA SODICA,NO
TRAMADOL/PARACETAMOL COMBIX,MEDICAMENTO GENERICO,"COMBIX, S.L.U",ALTA,"TRAMADOL HIDROCLORURO,PARACETAMOL",NO
MONTELUKAST RATIOPHARM,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,MONTELUKAST SODICO,NO
DOLOMEDIL,MEDICAMENTO ETICA,"KERN PHARMA, S.L.",ALTA,"PARACETAMOL,CODEINA FOSFATO",NO
FLECAINIDA AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,FLECAINIDA ACETATO,SI
PROPRANOLOL ACCORD,MEDICAMENTO GENERICO,"ACCORD HEALTHCARE, S.L.U",ALTA,PROPRANOLOL,SI
CICLOPIROX ISDIN,MEDICAMENTO ETICA,ISDIN S.A.,ALTA,CICLOPIROX,NO
IRBESARTAN/HIDROCLOROTIAZIDA TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",BAJA POR NO COMERCIALIZAR,"IRBESARTAN,HIDROCLOROTIAZIDA",NO
MONOLITUM,MEDICAMENTO GENERICO,"SALVAT, S.A.",ALTA,LANSOPRAZOL,NO
ROPINIROL AUROBINDO,MEDICAMENTO GENERICO,"AUROBINDO, S.L.U",BAJA GENERAL,ROPINIROL HIDROCLORURO,NO
IRBESARTAN/HIDROCLOROTIAZIDA TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",BAJA POR NO COMERCIALIZAR,"HIDROCLOROTIAZIDA,IRBESARTAN",NO
RIZATRIPTAN AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",BAJA POR NO COMERCIALIZAR,RIZATRIPTAN BENZOATO,NO
RIZATRIPTAN AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",ALTA,RIZATRIPTAN BENZOATO,NO
AMOROLFINA MYLAN,MEDICAMENTO ETICA,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,AMOROLFINA HIDROCLORURO,NO
AMLODIPINO DAVURGAMA,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,AMLODIPINO BESILATO,SI
AMLODIPINO DAVURGAMA,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,AMLODIPINO BESILATO,SI
METAMIZOL TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,METAMIZOL MAGNESICO,NO
PARACETAMOL ALTER,MEDICAMENTO GENERICO,ALTER S.A.,ALTA,PARACETAMOL,NO
TRAMADOL RETARD STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,TRAMADOL HIDROCLORURO,NO
KREON,MEDICAMENTO ETICA,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"PROTEASA,AMILASA,LIPASA",NO
CIPROFLOXACINO CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,CIPROFLOXACINO HIDROCLORURO,NO
TRAMADOL RETARD TEVA,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,TRAMADOL HIDROCLORURO,NO
TRAMADOL RETARD RATIOPHARM,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,TRAMADOL HIDROCLORURO,NO
KETOBRILL,MEDICAMENTO ETICA,"BRILL PHARMA, S.L.",ALTA,KETOTIFENO FUMARATO,NO
KETOTIFENO NICOX FARMA,MEDICAMENTO ETICA,NICOX FARMA S.R.L.,BAJA POR NO COMERCIALIZAR,KETOTIFENO FUMARATO,NO
ORBENIN,MEDICAMENTO ETICA,REIG JOFRE S.A.,ALTA,CLOXACILINA SODICA,NO
OMEPRAZOL TARBIS FARMA,MEDICAMENTO ETICA,"TARBIS FARMA, S.L.",BAJA POR NO COMERCIALIZAR,OMEPRAZOL,NO
FUCIDINE,MEDICAMENTO ETICA,"LEO PHARMA, S.A.",ALTA,FUSIDATO SODIO,NO
PANTOMICINA,MEDICAMENTO ETICA,AMDIPHARM LIMITED,BAJA POR NO COMERCIALIZAR,ERITROMICINA ETILSUCCINATO,NO
CEFUROXIMA RATIO ,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,CEFUROXIMA AXETILO,NO
CEFUROXIMA RATIO,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,CEFUROXIMA AXETILO,NO
PARACETAMOL PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",BAJA GENERAL,PARACETAMOL,NO
RIVASTIGMINA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,RIVASTIGMINA,NO
EXEMESTANO SANDOZ,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",ALTA,EXEMESTANO,NO
TOLTERODINA NEO CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,TOLTERODINA TARTRATO,NO
LEVOFLOXACINO APOTEX AG,MEDICAMENTO GENERICO,"APOTEX ESPAÑA, S.L",BAJA POR NO COMERCIALIZAR,LEVOFLOXACINO,NO
RIZATRIPTAN AUROBINDO,MEDICAMENTO GENERICO,"AUROBINDO, S.L.U",BAJA GENERAL,RIZATRIPTAN BENZOATO,NO
OMEPRAZOL APOTEX,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",BAJA POR NO COMERCIALIZAR,OMEPRAZOL,NO
PERINDOPRIL/INDAPAMIDA SANDOZ,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",ALTA,"INDAPAMIDA,PERINDOPRIL ERBUMINA",NO
MANIDIPINO COMBIX,MEDICAMENTO GENERICO,"COMBIX, S.L.U",ALTA,MANIDIPINO DIHIDROCLORURO,NO
RIZATRIPTAN FLAS TECNIGEN,MEDICAMENTO GENERICO,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,RIZATRIPTAN BENZOATO,NO
PERINDOPRIL/INDAPAMIDA SANDOZ,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",ALTA,"PERINDOPRIL ERBUMINA,INDAPAMIDA",NO
LEVETIRACETAM VIR,MEDICAMENTO GENERICO,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",BAJA POR NO COMERCIALIZAR,LEVETIRACETAM,NO
DEXKETOPROFENO VIR PHARMA,MEDICAMENTO GENERICO,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",ALTA,DEXKETOPROFENO TROMETAMOL,NO
ATOVACUONA/HIDROCLORURO DE PROGUANIL VIATRIS,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"PROGUANIL HIDROCLORURO,ATOVACUONA",NO
CONSTELLA,MEDICAMENTO ETICA,"ABBVIE SPAIN, S.L.U.",ALTA,LINACLOTIDA,NO
DESLORATADINA ARISTO,MEDICAMENTO GENERICO,"ARISTO PHARMA IBERIA, S.L.",ALTA,DESLORATADINA,NO
DEXKETOPROFENO PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",BAJA POR NO COMERCIALIZAR,DEXKETOPROFENO TROMETAMOL,NO
DEXKETOPROFENO AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",BAJA GENERAL,DEXKETOPROFENO TROMETAMOL,NO
OLANZAPINA AUROBINDO,MEDICAMENTO GENERICO,"AUROBINDO, S.L.U",BAJA GENERAL,OLANZAPINA,NO
CLOPIDOGREL MACLEODS,MEDICAMENTO GENERICO,MACLEODS PHARMA ESPAÑA S.L.U.,ALTA,CLOPIDOGREL,NO
GALANTAMINA CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,GALANTAMINA HIDROBROMURO,NO
ATORVASTATINA TEVAGEN,MEDICAMENTO ETICA,"TEVA PHARMA, S.L.U",ALTA,ATORVASTATINA CALCICA,NO
ATORVASTATINA DAVUR,MEDICAMENTO ETICA,"TEVA PHARMA, S.L.U",ALTA,ATORVASTATINA CALCICA,NO
ATORVASTATINA RATIO,MEDICAMENTO ETICA,"TEVA PHARMA, S.L.U",ALTA,ATORVASTATINA CALCICA,NO
CICLOPIROX SERRA,MEDICAMENTO ETICA,SERRA PAMIES S.A.,ALTA,CICLOPIROX,NO
RIVASTIGMINA TEVA,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,RIVASTIGMINA,NO
QUETIAPINA FAIR-MED,MEDICAMENTO GENERICO,FAIRMED HEALTHCARE GMBH,BAJA POR NO COMERCIALIZAR,QUETIAPINA FUMARATO,NO
CEFUROXIMA RANBAXY,MEDICAMENTO GENERICO,"SUN PHARMA LABORATORIOS, S.L",BAJA GENERAL,CEFUROXIMA,NO
TRESIBA,MEDICAMENTO ETICA,NOVO NORDISK PHARMA S.A.,ALTA,INSULINA DEGLUDEC,SI
EPLERENONA RATIO,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,EPLERENONA,NO
DEXKETOPROFENO STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,DEXKETOPROFENO TROMETAMOL,NO
LEPONEX,MEDICAMENTO ETICA,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,CLOZAPINA,NO
CANDESARTAN/HIDROCLOROTIAZIDA VIATRIS,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",ALTA,"HIDROCLOROTIAZIDA,CANDESARTAN CILEXETILO",NO
INNOHEP,MEDICAMENTO ETICA,"LEO PHARMA, S.A.",SUSPENSION TEMPORAL GENERAL,TINZAPARINA SODICA,NO
TRAMADOL PARACETAMOL FARMA TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,"TRAMADOL HIDROCLORURO,PARACETAMOL",NO
TRAMADOL  PARACETAMOL ALZYL,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,"TRAMADOL HIDROCLORURO,PARACETAMOL",NO
TELMISARTAN PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",ALTA,TELMISARTAN,NO
CANDESARTAN/HIDROCLOROTIAZIDA SANDOZ,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",ALTA,"HIDROCLOROTIAZIDA,CANDESARTAN CILEXETILO",NO
FAMCICLOVIR TEVAGEN,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",BAJA GENERAL,FAMCICLOVIR,NO
RIVASTIGMINA TECNIGEN,MEDICAMENTO GENERICO,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,BAJA POR NO COMERCIALIZAR,RIVASTIGMINA,NO
RIVASTIGMINA TECNIGEN,MEDICAMENTO GENERICO,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,RIVASTIGMINA,NO
DEXKETOPROFENO CINFA,MEDICAMENTO GENERICO,CINFA S.A.,ALTA,DEXKETOPROFENO TROMETAMOL,NO
REANDRON ,MEDICAMENTO ETICA,"GRÜNENTHAL PHARMA, S.A",ALTA,TESTOSTERONA UNDECANOATO,NO
LORMETAZEPAM SANDOZ,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",BAJA GENERAL,LORMETAZEPAM,NO
LORMETAZEPAM SANDOZ,MEDICAMENTO GENERICO,"SANDOZ FARMACEUTICA, S.A",BAJA POR NO COMERCIALIZAR,LORMETAZEPAM,NO
RIVASTIGMINA AUROBINDO,MEDICAMENTO GENERICO,"AUROBINDO, S.L.U",BAJA GENERAL,RIVASTIGMINA TARTRATO,NO
CELECOXIB TECNIGEN,MEDICAMENTO GENERICO,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,CELECOXIB,NO
SIBILLA,MEDICAMENTO GENERICO,"GEDEON RICHTER IBERICA, S.A",ALTA,"ETINILESTRADIOL,DIENOGEST",NO
SIBILLA,MEDICAMENTO GENERICO,"GEDEON RICHTER IBERICA, S.A",ALTA,"DIENOGEST,ETINILESTRADIOL",NO
TRAMADOL/PARACETAMOL TEVA,MEDICAMENTO ETICA,"TEVA PHARMA, S.L.U",ALTA,"PARACETAMOL,TRAMADOL HIDROCLORURO",NO
TRAMADOL/PARACETAMOL TEVA,MEDICAMENTO ETICA,"TEVA PHARMA, S.L.U",ALTA,"TRAMADOL HIDROCLORURO,PARACETAMOL",NO
TRAMADOL/PARACETAMOL RATIOPHARM,MEDICAMENTO ETICA,"TEVA PHARMA, S.L.U",ALTA,"PARACETAMOL,TRAMADOL HIDROCLORURO",NO
TRAMADOL/PARACETAMOL RATIOPHARM,MEDICAMENTO ETICA,"TEVA PHARMA, S.L.U",ALTA,"TRAMADOL HIDROCLORURO,PARACETAMOL",NO
DORZOLAMIDA/TIMOLOL VIR,MEDICAMENTO ETICA,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",ALTA,"DORZOLAMIDA,TIMOLOL",NO
OMEPRAZOL ZENTIVA,MEDICAMENTO GENERICO,ZENTIVA KS,BAJA GENERAL,OMEPRAZOL,NO
AMOXICILINA-ACIDO CLAVULANICO RANBAXY,MEDICAMENTO GENERICO,"SUN PHARMA LABORATORIOS, S.L",BAJA GENERAL,"CLAVULANATO POTASIO,AMOXICILINA TRIHIDRATO",NO
DEXKETOPROFENO FERMON,MEDICAMENTO GENERICO,"FERMON, S.L.",BAJA GENERAL,DEXKETOPROFENO TROMETAMOL,NO
ADOLQUIR,MEDICAMENTO GENERICO,"MENARINI,S.A.",ALTA,DEXKETOPROFENO TROMETAMOL,NO
ITRACONAZOL STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,ITRACONAZOL,NO
ERITROMICINA ESTEDI,MEDICAMENTO ETICA,"ESTEDI, S.L.",ALTA,ERITROMICINA ETILSUCCINATO,NO
OPRYMEA,MEDICAMENTO GENERICO,KRKA D.D. NOVO MESTO,ALTA,PRAMIPEXOL,NO
UROREC,MEDICAMENTO ETICA,"DIFARMED, S.L.U",ALTA,SILODOSINA,NO
LEVETIRACETAM SANOVEL,MEDICAMENTO GENERICO,SANOVEL SPAIN S.L.,SUSPENSION TEMPORAL GENERAL,LEVETIRACETAM,NO
EMANERA,MEDICAMENTO GENERICO,KRKA D.D. NOVO MESTO,ALTA,ESOMEPRAZOL MAGNESICO,NO
TOLUCOMBI,MEDICAMENTO GENERICO,KRKA D.D. NOVO MESTO,BAJA POR NO COMERCIALIZAR,"TELMISARTAN,HIDROCLOROTIAZIDA",NO
TOLUCOMBI,MEDICAMENTO GENERICO,KRKA D.D. NOVO MESTO,ALTA,"HIDROCLOROTIAZIDA,TELMISARTAN",NO
RIZATRIPTAN VIR,MEDICAMENTO GENERICO,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",ALTA,RIZATRIPTAN BENZOATO,NO
RIZATRIPTAN VIR,MEDICAMENTO GENERICO,"INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR, S.A.",BAJA POR NO COMERCIALIZAR,RIZATRIPTAN BENZOATO,NO
ACTELSAR HCT,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",BAJA POR NO COMERCIALIZAR,"TELMISARTAN,HIDROCLOROTIAZIDA",NO
ACTELSAR HCT,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",BAJA POR NO COMERCIALIZAR,"HIDROCLOROTIAZIDA,TELMISARTAN",NO
OLANZAPINA NORMON ,MEDICAMENTO GENERICO,NORMON S.A.,ALTA,OLANZAPINA,NO
RIVASTIGMINA APOTEX,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",BAJA GENERAL,RIVASTIGMINA,NO
VALSARTAN / HIDROCLOROTIAZIDA AUROBINDO,MEDICAMENTO GENERICO,"AUROBINDO, S.L.U",BAJA GENERAL,"HIDROCLOROTIAZIDA,VALSARTAN",NO
VALSARTAN / HIDROCLOROTIAZIDA AUROBINDO,MEDICAMENTO GENERICO,"AUROBINDO, S.L.U",BAJA GENERAL,"VALSARTAN,HIDROCLOROTIAZIDA",NO
LEVOCETIRIZINA STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,LEVOCETIRIZINA DIHIDROCLORURO,NO
MEMANTINA KERN PHARMA,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,MEMANTINA HIDROCLORURO,NO
ACIDOS OMEGA,MEDICAMENTO GENERICO,CINFA S.A.,BAJA GENERAL,ACIDOS OMEGA 3 ESTERES ETILICOS,NO
DEMILOS,MEDICAMENTO ETICA,ITALFARMACO S.A.,ALTA,"CALCIO CARBONATO,COLECALCIFEROL",NO
LEVONORGESTREL/ETINILESTRADIOL DIARIO STADA,MEDICAMENTO GENERICO,"STADA, S.L",ALTA,"ETINILESTRADIOL,LEVONORGESTREL",NO
LEVONORGESTREL/ETINILESTRADIOL STADA GENERICOS,MEDICAMENTO GENERICO,"STADA GENERICOS, S.L",ALTA,"ETINILESTRADIOL,LEVONORGESTREL",NO
LEVONORGESTREL/ETINILESTRADIOL STADA GENERICOS,MEDICAMENTO GENERICO,"STADA GENERICOS, S.L",ALTA,"LEVONORGESTREL,ETINILESTRADIOL",NO
ITRAGERM,MEDICAMENTO ETICA,ISDIN S.A.,ALTA,ITRACONAZOL,NO
CELECOXIB MYLAN PHARMACEUTICALS ,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",SUSPENSION TEMPORAL GENERAL,CELECOXIB,NO
LEVOFLOXACINO TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,LEVOFLOXACINO HEMIHIDRATO,NO
CIPROFLOXACINO TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",BAJA POR NO COMERCIALIZAR,CIPROFLOXACINO HIDROCLORURO,NO
CLARITROMICINA FARMALIDER,MEDICAMENTO GENERICO,FARMALIDER S.A.,BAJA POR NO COMERCIALIZAR,CLARITROMICINA,NO
SELINCRO,MEDICAMENTO ETICA,LUNDBECK ESPAÑA S.A.,ALTA,NALMEFENO,NO
AUGMENTINE,MEDICAMENTO ETICA,"GLAXOSMITHKLINE, S.A.",ALTA,"AMOXICILINA TRIHIDRATO,CLAVULANICO ACIDO",NO
GALANTAMINA TEVAGEN,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,GALANTAMINA HIDROBROMURO,NO
ARISTIANE,MEDICAMENTO GENERICO,"ARISTO PHARMA IBERIA, S.L.",ALTA,DESOGESTREL,NO
MOMETASONA MEDE,MEDICAMENTO ETICA,REIG JOFRE S.A.,ALTA,MOMETASONA FUROATO,NO
ACIDO ACETILSALICILICO RATIO,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,ACETILSALICILICO ACIDO,SI
ACIDO ACETILSALICILICO PENSA,MEDICAMENTO GENERICO,"TOWA PHARMACEUTICAL, S.A.",ALTA,ACETILSALICILICO ACIDO,SI
ACIDO ACETILSALICILICO MYLAN,MEDICAMENTO GENERICO,"VIATRIS PHARMACEUTICALS, S.L.U",SUSPENSION TEMPORAL GENERAL,ACETILSALICILICO ACIDO,SI
ACIDO ACETILSALICILICO TEVA,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,ACETILSALICILICO ACIDO,SI
ENTACAPONA AUROVITAS,MEDICAMENTO GENERICO,"AUROVITAS SPAIN, S.A.U",BAJA POR NO COMERCIALIZAR,ENTACAPONA,NO
AUGMENTINE,MEDICAMENTO ETICA,"GLAXOSMITHKLINE, S.A.",ALTA,"CLAVULANICO ACIDO,AMOXICILINA TRIHIDRATO",NO
AMOXICILINA/ACIDO CLAVULANICO TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,"AMOXICILINA TRIHIDRATO,CLAVULANICO ACIDO",NO
CIPROFLOXACINO KORHISPANA ,MEDICAMENTO GENERICO,"KORHISPANA, S.L",BAJA POR NO COMERCIALIZAR,CIPROFLOXACINO HIDROCLORURO,NO
CIPROFLOXACINO KORHISPANA,MEDICAMENTO GENERICO,"KORHISPANA, S.L",BAJA GENERAL,CIPROFLOXACINO HIDROCLORURO,NO
CIPROFLOXACINO KORHISPANA ,MEDICAMENTO GENERICO,"KORHISPANA, S.L",BAJA GENERAL,CIPROFLOXACINO HIDROCLORURO,NO
ARAXACINA,MEDICAMENTO GENERICO,"ARAFARMA GROUP, S.A",BAJA POR NO COMERCIALIZAR,CIPROFLOXACINO HIDROCLORURO,NO
AMOXICILINA/ACIDO CLAVULANICO TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,"AMOXICILINA TRIHIDRATO,CLAVULANATO POTASIO",NO
AMOXICILINA/ACIDO CLAVULANICO TARBIS,MEDICAMENTO GENERICO,"TARBIS FARMA, S.L.",ALTA,"CLAVULANATO POTASIO,AMOXICILINA TRIHIDRATO",NO
ARAXACINA,MEDICAMENTO GENERICO,"ARAFARMA GROUP, S.A",BAJA GENERAL,CIPROFLOXACINO HIDROCLORURO,NO
GLICLAZIDA KRKA,MEDICAMENTO GENERICO,KRKA D.D. NOVO MESTO,BAJA POR NO COMERCIALIZAR,GLICLAZIDA,SI
GLICLAZIDA KRKA,MEDICAMENTO GENERICO,KRKA D.D. NOVO MESTO,ALTA,GLICLAZIDA,SI
GULRIKE,MEDICAMENTO GENERICO,KRKA D.D. NOVO MESTO,BAJA POR NO COMERCIALIZAR,GLICLAZIDA,SI
SPORANOX,MEDICAMENTO ETICA,JANSSEN CILAG S.A.,BAJA GENERAL,ITRACONAZOL,NO
SPORANOX,MEDICAMENTO ETICA,JANSSEN CILAG S.A.,ALTA,ITRACONAZOL,NO
ESOMEPRAZOL DAVUR,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,ESOMEPRAZOL MAGNESICO,NO
ESOMEPRAZOL TEVA,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,ESOMEPRAZOL MAGNESICO,NO
ACIDOS OMEGA,MEDICAMENTO GENERICO,"STADA, S.L",BAJA GENERAL,ACIDOS OMEGA 3 ESTERES ETILICOS,NO
DICLOFENACO ABAMED,MEDICAMENTO ETICA,"QUALIX PHARMA, S.L.",ALTA,DICLOFENACO SODICO,NO
AZITROMICINA RATIO,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",ALTA,AZITROMICINA DIHIDRATO,NO
AZITROMICINA RATIO,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,AZITROMICINA DIHIDRATO,NO
MOXIFLOXACINO RATIOPHARM,MEDICAMENTO GENERICO,"TEVA PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,MOXIFLOXACINO,NO
EPLERENONA ARISTO,MEDICAMENTO GENERICO,"ARISTO PHARMA IBERIA, S.L.",ALTA,EPLERENONA,NO
KERIETTE DIARIO,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"ETINILESTRADIOL,LEVONORGESTREL",NO
KERIETTE,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"LEVONORGESTREL,ETINILESTRADIOL",NO
KERIETTE,MEDICAMENTO GENERICO,"KERN PHARMA, S.L.",ALTA,"ETINILESTRADIOL,LEVONORGESTREL",NO
