SERVICIO,DESCRIPCIO,PIEZAS SOLICITADAS,PRECIO UNITARIO
MEDICINA INTERNA,FOSFOMICINA,16,175.24
MEDICINA INTERNA,BUTILHIOSCINA,10,5.43
MEDICINA INTERNA,CEFEPIME ,5,50.64
TERAPIA INTENSIVA PEDIATRICA,CAPTOPRIL,10,0.15
GINECO OBSTETRICIA,OMEPRAZOL,0,8.84
ORTOPEDIA,IMIPENEM Y CILASTATINA,8,80.84
CIRUGIA GENERAL,AMIKACINA SULFATO DE,3,4.79
MEDICINA INTERNA,FOSFOMICINA,2,626.63
CIRUGIA GENERAL,SERO ALBUMINA HUMANA,6,669.6
AREA DE CHOQUE,ROCURONIO BROMURO DE,30,72.29
CIRUGIA GENERAL,GLUCONATO DE CALCIO AL,30,4.16
CIRUGIA GENERAL,ONDANSENTRON ,15,12
CIRUGIA GENERAL,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),3,56.8
AREA DE CHOQUE,TOPIRAMATO,0,7.5
URGENCIAS,METRONIDAZOL,4,0.44
CIRUGIA GENERAL,ENOXAPARINA,8,56.15
MEDICINA INTERNA,METAMIZOL,1,2.91
URGENCIAS,LIDOCAINA SPRAY,1,127.95
MEDICINA INTERNA,DIAZEPAM,6,31.25
AREA DE CHOQUE,NIFEDIPINO,5,0.87
AREA DE CHOQUE,BETAMETASONA ACETATO DE,2,313.75
MEDICINA INTERNA,BENCILPENICILINA SODICA CRISTALINA,1,20.31
MEDICINA INTERNA,LOPERAMIDA,0,0.44
MEDICINA INTERNA,FOSFOMICINA,24,175.24
URGENCIAS,BICARBONATO DE SODIO,40,5.15
TERAPIA INTENSIVA PEDIATRICA,METRONIDAZOL,5,14.35
TERAPIA INTENSIVA,ROCURONIO BROMURO DE,16,72.29
MEDICINA INTERNA,FOSFOMICINA,0,626.63
ORTOPEDIA,TRIMETOPRIMA/SULFAMETOXAZOL,6,0.5
URGENCIAS,SULFATO  DE  MAGNESIO,60,5.31
URGENCIAS,CLORURO DE POTASIO,60,1.82
URGENCIAS,FOSFATO DE POTASIO,40,14.61
URGENCIAS,HEPARINA SODICA,6,37.28
MEDICINA INTERNA,ENOXAPARINA,4,56.15
MEDICINA INTERNA,FOSFOMICINA,11,175.24
CIRUGIA GENERAL,CEFTAZIDIMA  PENTAHIDRATADA,8,23.37
TERAPIA INTENSIVA,TIAMINA SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTI,2,25.24
CIRUGIA GENERAL,ENOXAPARINA,5,56.15
AREA DE CHOQUE,ENOXAPARINA,3,56.15
TERAPIA INTENSIVA,LIDOCAINA,2,26.42
TERAPIA INTENSIVA,LIDOCAINA/EPINEFRINA AL,2,115.38
TERAPIA INTENSIVA,VECURONIO BROMURO DE ,10,29.85
URGENCIAS,PARACETAMOL,22,0.39
URGENCIAS,ATORVASTATINA,30,3.4
URGENCIAS,CAPTOPRIL,30,0.15
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PREGABALINA,1,0.84
CIRUGIA PLASTICA Y RECONSTRUCTIVA,IMIPENEM Y CILASTATINA,8,80.84
MEDICINA INTERNA,BUTILHIOSCINA,3,5.43
MEDICINA INTERNA,ITRACONAZOL,7,3.29
CIRUGIA GENERAL,FUROSEMIDA,30,3.56
URGENCIAS,FUROSEMIDA,5,3.56
AREA DE CHOQUE,METIL CELULOSA AL,2,50.32
AREA DE CHOQUE,CLINDAMICINA,2,5.27
TERAPIA INTENSIVA,OMEPRAZOL,11,54.16
URGENCIAS,AMIKACINA SULFATO DE,5,3.22
URGENCIAS,AMIKACINA SULFATO DE,0,4.79
AREA DE CHOQUE,METAMIZOL,4,2.91
MEDICINA INTERNA,FOSFOMICINA,0,175.24
TERAPIA INTENSIVA,CLONAZEPAM,1,42.37
MEDICINA INTERNA,INMUNOGLOBULINA HUMANA NORMAL ,11,12115.38
PEDIATRIA CLINICA,OMEPRAZOL,0,54.16
PEDIATRIA CLINICA,DEXAMETASONA FOSFATO SODICO DE,8,8.17
PEDIATRIA CLINICA,KETOROLACO,9,2.68
URGENCIAS,TERLIPRESINA,14,724.58
MEDICINA INTERNA,ONDANSETRON,8,50
URGENCIAS,TERLIPRESINA,7,724.58
URGENCIAS,CLINDAMICINA,0,14.33
MEDICINA INTERNA,INMUNOGLOBULINA HUMANA NORMAL ,2,12115.38
OFTALMOLOGIA (HOSPITALIZACION),TETRACAINA,15,64.69
UNIDAD TOCOQUIRURGICA,SULFATO  DE  MAGNESIO,5,5.31
UNIDAD TOCOQUIRURGICA,CLORURO DE POTASIO,5,1.82
AREA DE CHOQUE,SULFATO  DE  MAGNESIO,0,5.31
TERAPIA INTENSIVA,PREDNISONA,5,2.5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,OMEPRAZOL,0,54.16
ORTOPEDIA,INSULINA GLARGINA,1,582.04
ORTOPEDIA,AMIKACINA SULFATO DE,0,4.79
URGENCIAS,FOSFATO DE POTASIO,0,14.61
URGENCIAS,INSULINA HUMANA ACCION RAPIDA,0,55.19
URGENCIAS,CLORURO DE SODIO AL,50,10.86
AREA DE CHOQUE,ROCURONIO BROMURO DE,15,72.29
NEONATOLOGIA,HEPARINA SODICA,2,37.28
NEONATOLOGIA,LOPERAMIDA,10,0.44
NEONATOLOGIA,CLONIXINATO DE LISINA,10,2.21
NEONATOLOGIA,LEVETIRACETAM ,10,20.1
ANESTESIOLOGIA,CLORFENAMINA,15,29.43
URGENCIAS,LEVOTIROXINA SODICA,5,6.28
QUIROFANOS,HIDRALAZINA,1,100
TERAPIA INTENSIVA,DEXMEDETOMIDINA,15,337.37
MEDICINA INTERNA,INMUNOGLOBULINA HUMANA NORMAL ,10,12115.38
MEDICINA INTERNA,METILPREDNISOLONA,1,28.13
AREA DE CHOQUE,HIDROCORTISONA SUCCINATO SODICO DE,0,23.02
URGENCIAS,MISOPROSTOL,10,15.9
URGENCIAS,CLORANFENICOL SUCCINATO SODICO,0,86.04
RADIOLOGIA E IMAGEN,DOPAMINA,0,5.05
RADIOLOGIA E IMAGEN,FUROSEMIDA,3,3.56
RADIOLOGIA E IMAGEN,NITROGLICERINA,1,205.98
RADIOLOGIA E IMAGEN,FENITOINA SODICA,2,13.54
RADIOLOGIA E IMAGEN,ESMOLOL,0,337.5
QUIROFANOS,CLORURO DE BENZALCONIO,6,24.44
NEONATOLOGIA,CAFEINA CITRATO DE,10,615.18
CIRUGIA GENERAL,ISOSORBIDA DINITRATO DE,1,0.37
MEDICINA INTERNA,FOSFOMICINA,8,175.24
TERAPIA INTENSIVA PEDIATRICA,OMEPRAZOL,0,54.16
CIRUGIA GENERAL,BENCILPENICILINA SODICA CRISTALINA,3,20.31
MEDICINA INTERNA,PROPOFOL,5,1230.2
MEDICINA INTERNA,EPINEFRINA,10,5.73
CUIDADOS PALIATIVOS Y CLINICA DEL DOLOR,MORFINA,30,177.24
MEDICINA INTERNA,PARACETAMOL,0,129.68
MEDICINA INTERNA,LOPERAMIDA,18,0.44
CIRUGIA GENERAL,FOSFOMICINA,4,175.24
CIRUGIA GENERAL,FOSFOMICINA,24,175.24
CIRUGIA GENERAL,ISOSORBIDA DINITRATO DE,3,0.37
CIRUGIA GENERAL,BENCILPENICILINA SODICA CRISTALINA,2,20.31
CIRUGIA GENERAL,METRONIDAZOL,5,0.44
TERAPIA INTENSIVA,PROPOFOL,1,1038.46
CIRUGIA GENERAL,TIAMINA SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTI,10,25.24
AREA DE CHOQUE,CLARITROMICINA,20,645.77
URGENCIAS,NIFEDIPINO,2,0.87
MEDICINA INTERNA,VANCOMICINA,8,46.68
TERAPIA INTENSIVA,METILPREDNISOLONA,2,28.13
RADIOLOGIA E IMAGEN,DOPAMINA,1,5.05
TERAPIA INTENSIVA,ENOXAPARINA,4,56.15
AREA DE CHOQUE,HIDROXIDO DE ALUMINIO ,1,13.85
CIRUGIA GENERAL,FOSFATO DE POTASIO,30,14.61
NEONATOLOGIA,OMEPRAZOL,0,54.16
AREA DE CHOQUE,CLORURO DE BENZALCONIO,4,24.44
AREA DE CHOQUE,VASOPRESINA,10,339.86
MEDICINA INTERNA,SULFATO  DE  MAGNESIO,0,5.31
UNIDAD TOCOQUIRURGICA,CAPTOPRIL,0,0.15
UNIDAD TOCOQUIRURGICA,PARACETAMOL,0,0.39
MEDICINA INTERNA,ISOSORBIDA DINITRATO DE,6,0.37
QUIROFANOS,FENITOINA SODICA,5,13.54
QUIROFANOS,OMEPRAZOL,0,54.16
QUIROFANOS,SERO ALBUMINA HUMANA,6,669.6
TERAPIA INTENSIVA,PARACETAMOL,10,129.68
TERAPIA INTENSIVA,SULFATO  DE  MAGNESIO,0,5.31
TERAPIA INTENSIVA,METAMIZOL,5,2.91
TERAPIA INTENSIVA,PARACETAMOL,5,0.39
TERAPIA INTENSIVA,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),0,56.8
TERAPIA INTENSIVA,TRAMADOL,5,22.99
TERAPIA INTENSIVA,HIDROCORTISONA SUCCINATO SODICO DE,0,23.02
MEDICINA INTERNA,PREDNISONA,6,1.42
TERAPIA INTENSIVA,FUROSEMIDA,5,3.56
TERAPIA INTENSIVA,KETOROLACO,3,2.68
TERAPIA INTENSIVA,ONDANSETRON,3,50
URGENCIAS,VASOPRESINA,2,339.86
ORTOPEDIA,ONDANSETRON,2,3.18
TERAPIA INTENSIVA,DEXMEDETOMIDINA,100,337.37
TERAPIA INTENSIVA,PREDNISONA,5,0.44
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFOTAXIMA,3,19.51
MEDICINA INTERNA,DEXMEDETOMIDINA,0,578.75
AREA DE CHOQUE,PROPOFOL,6,1038.46
MEDICINA INTERNA,PROPOFOL,5,1038.46
ENDOSCOPIA,INDOMETACINA,15,5.84
ENDOSCOPIA,OMEPRAZOL,0,54.16
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,OMEPRAZOL,1,54.16
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,SULFATO  DE  MAGNESIO,7,5.31
TERAPIA INTENSIVA,NITROPRUSIATO,1,7064.74
MEDICINA INTERNA,TRAMADOL,1,33.08
TERAPIA INTENSIVA PEDIATRICA,NIFEDIPINO,3,1.2
TERAPIA INTENSIVA PEDIATRICA,METAMIZOL,2,2.91
AREA DE CHOQUE,PARACETAMOL,8,0.39
CIRUGIA GENERAL,METILPREDNISOLONA,5,28.13
CIRUGIA GENERAL,METILPREDNISOLONA,5,146.07
CIRUGIA GENERAL,FOSFATO DE POTASIO,10,14.61
NEONATOLOGIA,LORATADINA,1,46
AREA DE CHOQUE,DEXMEDETOMIDINA,10,578.75
AREA DE CHOQUE,DOPAMINA,0,5.05
TERAPIA INTENSIVA,CLORURO DE BENZALCONIO,4,24.44
UROLOGIA,EPINEFRINA,5,5.73
QUIROFANOS,SULFATO  DE  MAGNESIO,0,5.31
QUIROFANOS,NOREPINEFRINA,20,71.17
MEDICINA INTERNA,NOREPINEFRINA,0,71.17
TERAPIA INTENSIVA,CLARITROMICINA,4,645.77
AREA DE CHOQUE,TRIMETOPRIMA/SULFAMETOXAZOL,3,0.5
AREA DE CHOQUE,METILPREDNISOLONA,4,28.13
INFECTOLOGIA,VANCOMICINA,3,46.68
URGENCIAS,ACIDO FOLICO,2,0.35
URGENCIAS GINECOBSTETRICAS,CEFEPIME ,3,50.64
URGENCIAS GINECOBSTETRICAS,CLARITROMICINA,2,645.77
UNIDAD TOCOQUIRURGICA,OMEPRAZOL,10,0.4
AREA DE CHOQUE,PREDNISONA,1,0.44
TERAPIA INTENSIVA,METILPREDNISOLONA,0,28.13
MEDICINA INTERNA,DEXAMETASONA FOSFATO SODICO DE,0,8.17
ANESTESIOLOGIA,GLUCONATO DE CALCIO AL,30,4.16
ANESTESIOLOGIA,KETOROLACO,40,2.68
ANESTESIOLOGIA,ROCURONIO BROMURO DE,40,72.29
ORTOPEDIA,LIDOCAINA,1,26.42
QUIROFANOS,OMEPRAZOL,1,54.16
CIRUGIA GENERAL,HEPARINA SODICA,1,70
CIRUGIA GENERAL,FOSFOMICINA,8,626.63
TERAPIA INTENSIVA,CEFEPIME ,3,50.64
URGENCIAS,METOTREXATE,4,0.97
URGENCIAS,ACIDO FOLICO,1,0.35
TERAPIA INTENSIVA,MULTIVITAMINICO B,20,77.47
URGENCIAS,METOTREXATE,6,0.97
AREA DE CHOQUE,DOPAMINA,2,5.05
CIRUGIA GENERAL,SENOSIDOS A - B,16,0.79
CIRUGIA GENERAL,LOPERAMIDA,16,0.44
CIRUGIA GENERAL,DEXMEDETOMIDINA,0,578.75
CIRUGIA GENERAL,VASOPRESINA,8,339.86
MEDICINA INTERNA,LIDOCAINA,2,26.42
CIRUGIA GENERAL,HEPARINA SODICA,1,37.28
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PARACETAMOL,12,129.68
CIRUGIA GENERAL,MEROPENEM,5,316.67
AREA DE CHOQUE,TRAMADOL RETARD,12,40.48
AREA DE CHOQUE,NOREPINEFRINA,12,71.17
CIRUGIA GENERAL,DEXMEDETOMIDINA,10,337.37
AREA DE CHOQUE,ROCURONIO BROMURO DE,24,72.29
URGENCIAS,GLUCOSA AL,25,33.65
AREA DE CHOQUE,CLINDAMICINA,6,5.27
AREA DE CHOQUE,CEFTRIAXONA,5,13.99
AREA DE CHOQUE,CLARITROMICINA,5,645.77
TERAPIA INTENSIVA,METOPROLOL,5,0.44
URGENCIAS,CEFUROXIMA,1,33.81
URGENCIAS GINECOBSTETRICAS,MISOPROSTOL,5,15.9
URGENCIAS GINECOBSTETRICAS,CEFUROXIMA,2,33.81
GINECO OBSTETRICIA,CEFOTAXIMA,4,19.51
URGENCIAS,AMIODARONA,50,44.01
AREA DE CHOQUE,ROCURONIO BROMURO DE,18,72.29
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CLORURO DE POTASIO,50,1.82
CIRUGIA PLASTICA Y RECONSTRUCTIVA,SULFATO  DE  MAGNESIO,50,5.31
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NIFEDIPINO,4,1.2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TIAMINA SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTI,1,25.24
MEDICINA INTERNA,PROPOFOL ,20,386.22
MEDICINA INTERNA,NIFEDIPINO,10,1.2
CIRUGIA GENERAL,PARACETAMOL,2,0.39
CIRUGIA GENERAL,NOREPINEFRINA,30,71.17
CIRUGIA GENERAL,PROPOFOL,20,1038.46
AREA DE CHOQUE,PROPOFOL ,20,386.22
CIRUGIA GENERAL,DEXMEDETOMIDINA,6,337.37
AREA DE CHOQUE,DOPAMINA,12,5.05
AREA DE CHOQUE,METRONIDAZOL,0,0.44
AREA DE CHOQUE,CEFEPIME ,8,50.64
URGENCIAS,PARACETAMOL,8,0.39
URGENCIAS,NOREPINEFRINA,2,71.17
MEDICINA INTERNA,GLUCOSA AL,4,33.65
CIRUGIA GENERAL,PREDNISONA,1,0.44
CIRUGIA GENERAL,CEFALOTINA SODICA,8,24.71
CIRUGIA GENERAL,TRIMETOPRIMA/SULFAMETOXAZOL,4,0.5
CIRUGIA GENERAL,METILPREDNISOLONA,2,28.13
CIRUGIA GENERAL,FOSFOMICINA,8,175.24
MEDICINA INTERNA,METIL CELULOSA AL,1,50.32
CIRUGIA GENERAL,TRIMETOPRIM/SULFAMETOXAZOL,1,11.5
ORTOPEDIA,CEFTRIAXONA,1,13.99
UROLOGIA,METRONIDAZOL,1,14.35
ORTOPEDIA,DEXAMETASONA FOSFATO SODICO DE,1,8.17
AREA DE CHOQUE,HIDROCORTISONA SUCCINATO SODICO DE,1,23.02
TERAPIA INTENSIVA,PI,10,16
CIRUGIA GENERAL,PI,10,16
CIRUGIA PLASTICA Y RECONSTRUCTIVA,LOPERAMIDA,10,0.44
ENDOSCOPIA,INSULINA HUMANA ACCION RAPIDA,5,55.19
ENDOSCOPIA,HEPARINA SODICA,5,70
ENDOSCOPIA,HEPARINA SODICA,5,37.28
ENDOSCOPIA,BICARBONATO DE SODIO,50,5.15
ENDOSCOPIA,CLORURO DE POTASIO,30,1.82
ENDOSCOPIA,SULFATO  DE  MAGNESIO,0,5.31
QUIROFANOS,ROCURONIO BROMURO DE,65,72.29
URGENCIAS,ROCURONIO BROMURO DE,8,72.29
CIRUGIA GENERAL,GENTAMICINA SULFATO DE,2,6.19
CIRUGIA GENERAL,CLOPIDOGREL,4,2.43
AREA DE CHOQUE,TOPIRAMATO,5,2.62
QUIROFANOS,PARACETAMOL,10,129.68
TERAPIA INTENSIVA,CLARITROMICINA,0,645.77
CIRUGIA PLASTICA Y RECONSTRUCTIVA,LIDOCAINA,1,27.49
CIRUGIA PLASTICA Y RECONSTRUCTIVA,LIDOCAINA/EPINEFRINA AL,1,115.38
CIRUGIA PLASTICA Y RECONSTRUCTIVA,LEVOTIROXINA SODICA,20,6.28
AREA DE CHOQUE,CLARITROMICINA,0,645.77
URGENCIAS,METILPREDNISOLONA,10,146.07
URGENCIAS,HIDROCORTISONA SUCCINATO SODICO DE,0,23.02
URGENCIAS,SENOSIDOS A - B,6,0.79
URGENCIAS,POLIMIXINA/NEOMICINA/BACITRACINA,0,326.98
AREA DE CHOQUE,POLIMIXINA/NEOMICINA/BACITRACINA,1,326.98
TERAPIA INTENSIVA,GLUCOSA AL,10,33.65
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TERLIPRESINA,5,724.58
MEDICINA INTERNA,CEFUROXIMA,3,33.81
MEDICINA INTERNA,CEFTAZIDIMA  PENTAHIDRATADA,0,23.37
CIRUGIA GENERAL,NOREPINEFRINA,4,71.17
MEDICINA INTERNA,LORAZEPAM,0,15.98
CIRUGIA GENERAL,ROCURONIO BROMURO DE,20,72.29
TERAPIA INTENSIVA,VECURONIO BROMURO DE ,20,29.85
TERAPIA INTENSIVA,CISATRACURIO BESILATO DE ,40,108.46
QUIROFANOS,ATROPINA SULFATO DE,20,2.84
MEDICINA INTERNA,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),0,56.8
CIRUGIA GENERAL,ACIDO FOLICO,10,0.35
MEDICINA INTERNA,MULTIVITAMINICO B,5,77.47
AREA DE CHOQUE,VECURONIO BROMURO DE ,30,29.85
AREA DE CHOQUE,PARACETAMOL,30,129.68
AREA DE CHOQUE,PROPOFOL ,30,386.22
ORTOPEDIA,GENTAMICINA SULFATO DE,2,6.19
TERAPIA INTENSIVA,METAMIZOL,8,2.91
CIRUGIA GENERAL,BUPRENORFINA,0,5.1
CIRUGIA GENERAL,ROCURONIO BROMURO DE,30,72.29
CIRUGIA GENERAL,HIDROCORTISONA SUCCINATO SODICO DE,0,23.02
CIRUGIA GENERAL,HEPARINA SODICA,10,70
MEDICINA INTERNA,CEFTRIAXONA,6,13.99
CIRUGIA GENERAL,CLARITROMICINA,0,257.59
MEDICINA INTERNA,FENTANILO CITRATO DE,6,19.47
URGENCIAS,PI,10,16
AREA DE CHOQUE,PI,10,16
TERAPIA INTENSIVA,PROPOFOL,5,1230.2
AREA DE CHOQUE,ROCURONIO BROMURO DE,20,72.29
AREA DE CHOQUE,PROPOFOL,50,44.29
UNIDAD TOCOQUIRURGICA,HEPARINA SODICA,2,37.28
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TERLIPRESINA,10,724.58
URGENCIAS,SULFADIAZINA DE PLATA,1,346.77
ANESTESIOLOGIA,ONDANSETRON,40,50
ANESTESIOLOGIA,METAMIZOL,30,2.91
ANESTESIOLOGIA,CLORFENAMINA,20,29.43
QUIROFANOS,NOREPINEFRINA,6,71.17
QUIROFANOS,HIDROCORTISONA SUCCINATO SODICO DE,0,23.02
AREA DE CHOQUE,PROPOFOL,30,44.29
QUIROFANOS,CLARITROMICINA,6,645.77
ORTOPEDIA,TRIMETOPRIM/SULFAMETOXAZOL,1,11.5
MEDICINA INTERNA,CLINDAMICINA,1,5.27
ORTOPEDIA,SERTRALINA,2,0.83
TERAPIA INTERMEDIA,ENOXAPARINA,2,56.15
TERAPIA INTENSIVA,PROPOFOL ,10,386.22
MEDICINA INTERNA,COLISTIMETATO DE SODIO ,4,1701.74
TERAPIA INTENSIVA,CLONIXINATO DE LISINA,4,4.35
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TERLIPRESINA,4,724.58
CIRUGIA PLASTICA Y RECONSTRUCTIVA,LOPERAMIDA,5,0.44
CIRUGIA PLASTICA Y RECONSTRUCTIVA,FUROSEMIDA,4,3.56
TERAPIA INTENSIVA,PROPOFOL,10,1230.2
TERAPIA INTENSIVA,PROPOFOL,10,44.29
TERAPIA INTENSIVA,VECURONIO BROMURO DE ,15,29.85
TERAPIA INTENSIVA,PROPOFOL,20,1230.2
MEDICINA INTERNA,PARACETAMOL,3,23
TERAPIA INTERMEDIA,CLARITROMICINA,2,645.77
TERAPIA INTERMEDIA,CEFTRIAXONA,2,13.99
TERAPIA INTERMEDIA,PARACETAMOL,3,129.68
TERAPIA INTERMEDIA,HIDROCORTISONA SUCCINATO SODICO DE,4,23.02
TERAPIA INTERMEDIA,ATORVASTATINA,4,3.4
TERAPIA INTERMEDIA,ACIDO ACETILSALICILICO,2,0.59
TERAPIA INTERMEDIA,LEVOTIROXINA SODICA,1,6.28
TERAPIA INTERMEDIA,NIFEDIPINO,1,1.2
URGENCIAS PEDIATRICAS,TRAMADOL,10,22.99
URGENCIAS PEDIATRICAS,EPINEFRINA,6,5.73
AREA DE CHOQUE,PROPOFOL ,15,386.22
AREA DE CHOQUE,NITROGLICERINA,3,205.98
URGENCIAS GINECOBSTETRICAS,SULFATO  DE  MAGNESIO,3,5.31
GINECO OBSTETRICIA,KETOROLACO,10,1.8
MEDICINA INTERNA,HALOPERIDOL,12,12.3
MEDICINA INTERNA,OMEPRAZOL,20,54.16
MEDICINA INTERNA,HIDROCORTISONA SUCCINATO SODICO DE,10,23.02
PEDIATRIA CLINICA,PARACETAMOL,1,23
TERAPIA INTERMEDIA,PI,10,16
URGENCIAS,METOCLOPRAMIDA,4,1.64
TERAPIA INTENSIVA,PROPOFOL,50,44.29
TERAPIA INTENSIVA,PI,50,16
TERAPIA INTERMEDIA,BUPRENORFINA,6,5.1
TERAPIA INTENSIVA PEDIATRICA,DIAZEPAM,6,31.25
QUIROFANOS,NIFEDIPINO,10,0.87
QUIROFANOS,METILPREDNISOLONA,30,28.13
QUIROFANOS,DEXMEDETOMIDINA,40,578.75
QUIROFANOS,PROPOFOL,10,1038.46
MEDICINA INTERNA,ACETILCISTEINA,12,126.1
QUIROFANOS,CLARITROMICINA,2,645.77
QUIROFANOS,CEFTAZIDIMA  PENTAHIDRATADA,0,23.37
QUIROFANOS,ENOXAPARINA,2,56.15
MEDICINA INTERNA,ACETILCISTEINA,8,21.43
QUIROFANOS,CEFEPIME ,2,50.64
QUIROFANOS,FUROSEMIDA,6,3.56
QUIROFANOS,FUROSEMIDA,3,3.56
QUIROFANOS,PROPOFOL,10,1230.2
GINECO OBSTETRICIA,EPINEFRINA,3,5.73
URGENCIAS,TOPIRAMATO,10,2.62
URGENCIAS,PROPOFOL,30,1038.46
URGENCIAS,CEFEPIME ,3,50.64
URGENCIAS,TRAMADOL RETARD,3,40.48
TERAPIA INTENSIVA,VECURONIO BROMURO DE ,8,29.85
TERAPIA INTENSIVA,INSULINA GLARGINA,1,582.04
TERAPIA INTENSIVA,ACIDO ASCORBICO,10,21.89
TERAPIA INTENSIVA,ACIDO ACETILSALICILICO,4,0.59
TERAPIA INTENSIVA,METOPROLOL,4,0.44
MEDICINA INTERNA,LOPERAMIDA,24,0.44
MEDICINA INTERNA,EMTRICITABINA TENOFOVIR BICTEGRAVIR,1,145.84
MEDICINA INTERNA,CEFUROXIMA,1,33.81
MEDICINA INTERNA,ACETILCISTEINA,12,21.43
MEDICINA INTERNA,COLISTIMETATO DE SODIO ,2,1701.74
URGENCIAS,PROPOFOL ,15,386.22
NEONATOLOGIA,LEVETIRACETAM ,2,1245.84
TERAPIA INTENSIVA,HEPARINA SODICA,3,37.28
TERAPIA INTENSIVA,CLORURO DE POTASIO,100,1.82
TERAPIA INTENSIVA,ACIDO ASCORBICO,30,21.89
TERAPIA INTENSIVA,DEXAMETASONA FOSFATO SODICO DE,50,8.17
TERAPIA INTENSIVA,NOREPINEFRINA,100,71.17
TERAPIA INTENSIVA,METAMIZOL,10,2.91
URGENCIAS,PROPOFOL ,10,386.22
URGENCIAS,DEXMEDETOMIDINA,10,578.75
URGENCIAS,PROPOFOL ,30,386.22
CIRUGIA GENERAL,PROPOFOL ,10,386.22
TERAPIA INTENSIVA,NIFEDIPINO,4,1.2
TERAPIA INTENSIVA,PROPOFOL,5,44.29
TERAPIA INTENSIVA,PI,30,16
QUIROFANOS,PI,50,16
URGENCIAS,ROCURONIO BROMURO DE,24,72.29
MEDICINA INTERNA,PROPOFOL ,4,386.22
INFECTOLOGIA,LEVETIRACETAM ,6,20.1
URGENCIAS,PROPOFOL ,5,386.22
URGENCIAS,PROPOFOL ,8,386.22
TERAPIA INTENSIVA,HEPARINA SODICA,5,37.28
TERAPIA INTENSIVA,HEPARINA SODICA,5,70
TERAPIA INTENSIVA,ACIDO ASCORBICO,20,21.89
TERAPIA INTENSIVA,MULTIVITAMINICO B,30,77.47
NEONATOLOGIA,PROPRANOLOL,1,0.32
CIRUGIA PLASTICA Y RECONSTRUCTIVA,SERTRALINA,2,0.83
TERAPIA INTENSIVA,CLONIXINATO DE LISINA,2,4.35
CIRUGIA PLASTICA Y RECONSTRUCTIVA,MOSAPRIDA,2,6.22
URGENCIAS,CLARITROMICINA,5,645.77
URGENCIAS,CEFTRIAXONA,5,13.99
URGENCIAS,VANCOMICINA,6,46.68
ORTOPEDIA,HALOPERIDOL,12,12.3
URGENCIAS,ENOXAPARINA,4,56.15
URGENCIAS,FUROSEMIDA,40,3.56
MEDICINA INTERNA,POLIMIXINA/NEOMICINA/BACITRACINA,1,326.98
CIRUGIA GENERAL,TERLIPRESINA,6,724.58
CIRUGIA GENERAL,HALOPERIDOL,3,281.31
URGENCIAS,FENITOINA SODICA,1,13.54
MEDICINA INTERNA,ACETILCISTEINA,20,21.43
TERAPIA INTENSIVA,VECURONIO BROMURO DE ,18,29.85
TERAPIA INTENSIVA,VECURONIO BROMURO DE ,12,29.85
TERAPIA INTENSIVA,CLARITROMICINA,3,645.77
TERAPIA INTENSIVA,VORICONAZOL,6,575
TERAPIA INTENSIVA,ROCURONIO BROMURO DE,15,72.29
MEDICINA INTERNA,COLISTIMETATO DE SODIO ,1,1701.74
URGENCIAS,ROCURONIO BROMURO DE,15,72.29
CIRUGIA PLASTICA Y RECONSTRUCTIVA,EPINEFRINA,20,5.73
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ATROPINA SULFATO DE,20,2.84
ANESTESIOLOGIA,BECLOMETASONA DIPROPIONATO DE,20,86.02
ANESTESIOLOGIA,METILPREDNISOLONA,30,146.07
ANESTESIOLOGIA,VASOPRESINA,25,339.86
ANESTESIOLOGIA,DOPAMINA,0,5.05
ANESTESIOLOGIA,DOBUTAMINA,25,26.98
ANESTESIOLOGIA,HALOPERIDOL,18,12.3
ANESTESIOLOGIA,NITROGLICERINA,10,205.98
ANESTESIOLOGIA,ADENOSINA,40,250.43
ANESTESIOLOGIA,AMIODARONA,40,44.01
URGENCIAS,ROCURONIO BROMURO DE,20,72.29
TERAPIA INTENSIVA,MIDAZOLAM,30,16
TERAPIA INTENSIVA,MIDAZOLAM,50,16
TERAPIA INTENSIVA PEDIATRICA,CEFTRIAXONA,3,13.99
TERAPIA INTENSIVA PEDIATRICA,FENITOINA SODICA,0,0.38
TERAPIA INTENSIVA,DOPAMINA,0,5.05
